data,valor
2020-01-01,1.0339123010635376
2020-01-02,1.0335917472839355
2020-01-03,1.0296540260314941
2020-01-06,1.0293573141098022
2020-01-07,1.0325244665145874
2020-01-08,1.0321727991104126
2020-01-09,1.0275379419326782
2020-01-10,1.0276224613189697
2020-01-13,1.0276013612747192
2020-01-14,1.0301843881607056
2020-01-15,1.0340512990951538
2020-01-16,1.0376672744750977
2020-01-17,1.0363982915878296
2020-01-20,1.0328338146209717
2020-01-21,1.032652497291565
2020-01-22,1.0322047472000122
2020-01-23,1.033698558807373
2020-01-24,1.0314594507217407
2020-01-27,1.030991554260254
2020-01-28,1.0310872793197632
2020-01-29,1.0277702808380127
2020-01-30,1.0275591611862183
2020-01-31,1.0315552949905396
2020-02-03,1.0380334854125977
2020-02-04,1.0355182886123657
2020-02-05,1.031704306602478
2020-02-06,1.0274324417114258
2020-02-07,1.0261672735214233
2020-02-10,1.0238977670669556
2020-02-11,1.0234366655349731
2020-02-12,1.0250102281570435
2020-02-13,1.0229551792144775
2020-02-14,1.021575689315796
2020-02-17,1.0186514854431152
2020-02-18,1.0199917554855347
2020-02-19,1.0173975229263306
2020-02-20,1.0167768001556396
2020-02-21,1.0165081024169922
2020-02-24,1.0216174125671387
2020-02-25,1.0206372737884521
2020-02-26,1.0246951580047607
2020-02-27,1.0241808891296387
2020-02-28,1.0322580337524414
2020-03-02,1.0373659133911133
2020-03-03,1.0437324047088623
2020-03-04,1.0464081764221191
2020-03-05,1.045369029045105
2020-03-06,1.057305932044983
2020-03-09,1.0782252550125122
2020-03-10,1.077168345451355
2020-03-11,1.067452311515808
2020-03-12,1.0650194883346558
2020-03-13,1.0585931539535522
2020-03-16,1.056747317314148
2020-03-17,1.055375576019287
2020-03-18,1.0420465469360352
2020-03-19,1.0345220565795898
2020-03-20,1.0114086866378784
2020-03-23,1.0151562690734863
2020-03-24,1.0186411142349243
2020-03-25,1.0204393863677979
2020-03-26,1.0243382453918457
2020-03-27,1.0398684740066528
2020-03-30,1.0521111488342285
2020-03-31,1.0416667461395264
2020-04-01,1.040030837059021
2020-04-02,1.0349931716918945
2020-04-03,1.026462197303772
2020-04-06,1.0233319997787476
2020-04-07,1.0225367546081543
2020-04-08,1.0317894220352173
2020-04-09,1.0289971828460693
2020-04-10,1.0342758893966675
2020-04-13,1.0353682041168213
2020-04-14,1.0347682237625122
2020-04-15,1.0417535305023193
2020-04-16,1.03616201877594
2020-04-17,1.0317788124084473
2020-04-20,1.0332393646240234
2020-04-21,1.033164620399475
2020-04-22,1.031172275543213
2020-04-23,1.0280661582946777
2020-04-24,1.0242438316345215
2020-04-27,1.0272213220596313
2020-04-28,1.024768590927124
2020-04-29,1.026968240737915
2020-04-30,1.0267994403839111
2020-05-01,1.0346932411193848
2020-05-04,1.0389610528945923
2020-05-05,1.0358400344848633
2020-05-06,1.0281718969345093
2020-05-07,1.025430679321289
2020-05-08,1.0278021097183228
2020-05-11,1.0299488306045532
2020-05-12,1.0278654098510742
2020-05-13,1.0311191082000732
2020-05-14,1.0290182828903198
2020-05-15,1.0276435613632202
